 CODIGO ; NOMBRE RECETA ;; INGREDIENTES ; PROVEEDOR ; CANT ; Unid ; C.U. ; Total x 100 ; C x P ;TIPO INGREDIENTE;TIPO DE RECETA
 AC10 ; AC- Buñuelos de centolla con bisque de camaron-salsa de camaron ;; cebolla ; Fruton ; 1,200 ; kg ; 690 ; 828 ; 9 ;Frutas/Verduras;FONDO
 AC10 ; AC- Buñuelos de centolla con bisque de camaron-salsa de camaron ;; Zanahorias ; Comercial Valencia ; 0,800 ; pqte ; 790 ; 632 ; 7 ;Frutas/Verduras;FONDO
 AC10 ; AC- Buñuelos de centolla con bisque de camaron-salsa de camaron ;; Concentrado de tomate ; Delicias y mas SpA ; 0,300 ; kg ; 6.390 ; 1.917 ; 20 ;Abarrotes;FONDO
 AC10 ; AC- Buñuelos de centolla con bisque de camaron-salsa de camaron ;; Laurel fresco ; Comercial Valencia ; 0,200 ; atado ; 800 ; 160 ; 2 ;Frutas/Verduras;FONDO
 AC10 ; AC- Buñuelos de centolla con bisque de camaron-salsa de camaron ;; camarón 40/50 ; Southwind ; 2,000 ; kg ; 12.500 ; 25.000 ; 250 ;Mariscos/Pescados;FONDO
 AC10 ; AC- Buñuelos de centolla con bisque de camaron-salsa de camaron ;; Vino blanco en caja 2 lt ; CCU ; 0,375 ; caja ; 1.303 ; 489 ; 5 ;Vinos;FONDO
 AC10 ; AC- Buñuelos de centolla con bisque de camaron-salsa de camaron ;; Leche evaporada ; Cabezas y cia ; 2,000 ; lata ; 1.452 ; 2.904 ; 30 ;Abarrotes;FONDO
 AC10 ; AC- Buñuelos de centolla con bisque de camaron-salsa de camaron ;; Maicena ; Fruton ; 0,300 ; kg ; 1.990 ; 597 ; 6 ;Abarrotes;FONDO
 AC10 ; AC- Buñuelos de centolla con bisque de camaron-salsa de camaron ;; Leche ; Cabezas y cia ; 3,000 ; lt ; 999 ; 2.997 ; 30 ;Lácteos;FONDO
 AC10 ; AC- Buñuelos de centolla con bisque de camaron-salsa de camaron ;; Crema ; Cabezas y cia ; 3,000 ; lt ; 3.721 ; 11.163 ; 112 ;Lácteos;FONDO
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Masa filo ; Gastón Castillo ; 1,000 ; kg ; 6.400 ; 6.400 ; 64 ;Masas;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Mantequilla ; Cabezas y cia ; 0,500 ; kg ; 8.391 ; 4.196 ; 42 ;Lácteos;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Aceite ; Fruton ; 3,000 ; lt ; 3.450 ; 10.350 ; 104 ;Abarrotes;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Tomate ; Fruton ; 1,000 ; kg ; 1.490 ; 1.490 ; 15 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; cebolla ; Fruton ; 1,000 ; kg ; 690 ; 690 ; 7 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; ajo ; Comercial Valencia ; 2,000 ; c/u ; 450 ; 900 ; 9 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Jengibre fresco ; Fruton ; 0,100 ; kg ; 2.980 ; 298 ; 3 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Curry rojo en pasta ; Gudland ; 0,200 ; kg ; 6.638 ; 1.328 ; 14 ;Abarrotes;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Tandoori masala en polvo ; Gudland ; 0,100 ; kg ; 5.170 ; 517 ; 6 ;Abarrotes;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; comino ; Fruton ; 0,050 ; kg ; 3.800 ; 190 ; 2 ;Abarrotes;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; semillas de cilantro ; Fruton ; 0,020 ; kg ; 7.060 ; 141 ; 2 ;Abarrotes;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; leche de coco ; A Y R ; 1,000 ; lata ; 2.200 ; 2.200 ; 22 ;Abarrotes;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Yoghurt ; Delicias y mas SpA ; 0,600 ; lt ; 3.015 ; 1.809 ; 19 ;Lácteos;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Pierna de cordero deshuesada ; Granja Marina ; 1,300 ; kg ; 18.500 ; 24.050 ; 241 ;Carnes;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Champiñon granel chico ; Protier ; 0,350 ; kg ; 6.500 ; 2.275 ; 23 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Zapallo italiano c/u ; Comercial Valencia ; 2,000 ; c/u ; 590 ; 1.180 ; 12 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-empanada ;; Pimentón Rojo ; Comercial Valencia ; 2,000 ; c/u ; 890 ; 1.780 ; 18 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-salsa ;; Yoghurt ; Delicias y mas SpA ; 0,600 ; lt ; 3.015 ; 1.809 ; 19 ;Lácteos;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-salsa ;; menta ; Fruton ; 0,100 ; kg ; 3.980 ; 398 ; 4 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Empanada de curry de cordero y raita de cilantro.-salsa ;; Cilantro ; Fruton ; 0,200 ; kg ; 1.980 ; 396 ; 4 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Empanada de locos, camarones y ostion- locos ;; Locos  ; Southwind ; 2,000 ; kg ; 28.000 ; 56.000 ; 560 ;Mariscos/Pescados;APERITIVO FRIO
; AC- Empanada de locos, camarones y ostion- locos ;; ajo ; Comercial Valencia ; 1,000 ; c/u ; 450 ; 450 ; 5 ;Frutas/Verduras;APERITIVO FRIO
; AC- Empanada de locos, camarones y ostion- locos ;; cebolla ; Fruton ; 0,300 ; kg ; 690 ; 207 ; 3 ;Frutas/Verduras;APERITIVO FRIO
; AC- Empanada de locos, camarones y ostion- locos ;; Pimentón Rojo ; Comercial Valencia ; 2,000 ; c/u ; 890 ; 1.780 ; 18 ;Frutas/Verduras;APERITIVO FRIO
; AC- Empanada de locos, camarones y ostion- locos ;; Zanahorias ; Comercial Valencia ; 0,200 ; pqte ; 790 ; 158 ; 2 ;Frutas/Verduras;APERITIVO FRIO
; AC- Empanada de locos, camarones y ostion- relleno  ;; cebolla ; Fruton ; 1,800 ; kg ; 690 ; 1.242 ; 13 ;Frutas/Verduras;APERITIVO FRIO
; AC- Empanada de locos, camarones y ostion- relleno  ;; ajo ; Comercial Valencia ; 2,000 ; c/u ; 450 ; 900 ; 9 ;Frutas/Verduras;FONDO
; AC- Empanada de locos, camarones y ostion- relleno  ;; Camarón 36/40 ; Southwind ; 2,000 ; kg ; 7.700 ; 15.400 ; 154 ;Mariscos/Pescados;FONDO
; AC- Empanada de locos, camarones y ostion- relleno  ;; Ostión sin coral ; Southwind ; 0,625 ; kg ; 7.200 ; 4.500 ; 45 ;Mariscos/Pescados;FONDO
; AC- Empanada de locos, camarones y ostion- relleno  ;; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 ;Abarrotes;FONDO
; AC- Empanada de locos, camarones y ostion- relleno  ;; Ají cacho de cabra ; Fruton ; 0,100 ; kg ; 12.900 ; 1.290 ; 13 ;Abarrotes;ENTRADA
; AC- Empanada de locos, camarones y ostion- relleno  ;; Choritos frescos ; Delicias y mas SpA ; 2,500 ; kg ; 2.990 ; 7.475 ; 75 ;Mariscos/Pescados;ENTRADA
; AC- Empanada de locos, camarones y ostion- relleno  ;; perejil ; Comercial Valencia ; 0,300 ; kg ; 1.980 ; 594 ; 6 ;Frutas/Verduras;ENTRADA
; AC- Empanada de locos, camarones y ostion- relleno  ;; Queso crema ; Delicias y mas SpA ; 1,000 ; kg ; 6.961 ; 6.961 ; 70 ;Lácteos;ENTRADA
; AC- Empanada de locos, camarones y ostion- relleno  ;; Maicena ; Fruton ; 0,200 ; kg ; 1.990 ; 398 ; 4 ;Abarrotes;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-champiñon al pil pil ;; Champiñon granel ; Protier ; 2,500 ; kg ; 6.400 ; 16.000 ; 160 ;Frutas/Verduras;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-champiñon al pil pil ;; AJO ; Comercial Valencia ; 0,200 ; c/u ; 450 ; 90 ; 1 ;Frutas/Verduras;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-champiñon al pil pil ;; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 ;Abarrotes;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-champiñon al pil pil ;; mantequilla ; Cabezas y cia ; 0,200 ; kg ; 8.391 ; 1.678 ; 17 ;Lácteos;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-champiñon al pil pil ;; Ají cacho de cabra ; Fruton ; 0,100 ; kg ; 12.900 ; 1.290 ; 13 ;Abarrotes;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-champiñon al pil pil ;; cebolla ; Fruton ; 1,500 ; kg ; 690 ; 1.035 ; 11 ;Frutas/Verduras;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-champiñon al pil pil ;; perejil ; Comercial Valencia ; 0,300 ; kg ; 1.980 ; 594 ; 6 ;Frutas/Verduras;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-champiñon al pil pil ;; Vino Tinto en botella ; German García ; 0,500 ; botella ; 1.260 ; 630 ; 7 ;Vinos;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-champiñon al pil pil ;; queso mantecoso ; artisan ; 1,000 ; kg ; 9.160 ; 9.160 ; 92 ;Lácteos;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-Demi Glace ;; Huesos carnudos ; Pallet Steak ; 4,000 ; kg ; 2.490 ; 9.960 ; 100 ;Carnes;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-Demi Glace ;; Harina ; Delicias y mas SpA ; 0,350 ; kg ; 1.300 ; 455 ; 5 ;Abarrotes;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-Demi Glace ;; cebolla ; Fruton ; 0,600 ; kg ; 690 ; 414 ; 5 ;Frutas/Verduras;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-Demi Glace ;; Zanahorias ; Comercial Valencia ; 1,000 ; pqte ; 790 ; 790 ; 8 ;Frutas/Verduras;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-Demi Glace ;; Concentrado de tomate ; Delicias y mas SpA ; 0,300 ; kg ; 6.390 ; 1.917 ; 20 ;Abarrotes;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-Demi Glace ;; ajo ; Comercial Valencia ; 1,500 ; c/u ; 450 ; 675 ; 7 ;Frutas/Verduras;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-Demi Glace ;; Apio ; Delicias y mas SpA ; 0,125 ; mata ; 980 ; 123 ; 2 ;Frutas/Verduras;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-Demi Glace ;; Vino Tinto en botella ; German García ; 2,250 ; botella ; 1.260 ; 2.835 ; 29 ;Vinos;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-Demi Glace ;; Maicena ; Fruton ; 0,150 ; kg ; 1.990 ; 299 ; 3 ;Abarrotes;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-Demi Glace ;; Puerros ; Comercial Valencia ; 2,000 ; c/u ; 790 ; 1.580 ; 16 ;Frutas/Verduras;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-Masa ;; harina ; Delicias y mas SpA ; 1,700 ; kg ; 1.300 ; 2.210 ; 23 ;Abarrotes;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-Masa ;; manteca ; Fruton ; 0,425 ; kg ; 3.390 ; 1.441 ; 15 ;Abarrotes;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-Masa ;; Vino blanco en caja 2 lt ; CCU ; 0,200 ; caja ; 1.303 ; 261 ; 3 ;Vinos;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-Masa ;; Huevos ; MIGUEL FARIAS ; 4,000 ; c/u ; 240 ; 960 ; 10 ;Frutas/Verduras;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-Masa ;; harina ; Delicias y mas SpA ; 2,200 ; kg ; 1.300 ; 2.860 ; 29 ;Abarrotes;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-Masa ;; manteca ; Fruton ; 0,550 ; kg ; 3.390 ; 1.865 ; 19 ;Abarrotes;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-Masa ;; Vino blanco en caja 2 lt ; CCU ; 0,330 ; caja ; 1.303 ; 430 ; 5 ;Vinos;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-Masa ;; Huevos ; MIGUEL FARIAS ; 4,000 ; c/u ; 240 ; 960 ; 10 ;Frutas/Verduras;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-tomate confit ;; Tomate ; Fruton ; 4,000 ; kg ; 1.490 ; 5.960 ; 60 ;Frutas/Verduras;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-tomate confit ;; Aceite ; Fruton ; 0,200 ; lt ; 3.450 ; 690 ; 7 ;Abarrotes;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-tomate confit ;; Aceite de oliva ; Arasil ; 0,400 ; lt ; 5.782 ; 2.313 ; 24 ;Abarrotes;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-tomate confit ;; Tomillo fresco ; Fruton ; 1,000 ; atado ; 1.390 ; 1.390 ; 14 ;Abarrotes;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-tomate confit ;; Ajo ; Comercial Valencia ; 0,500 ; c/u ; 450 ; 225 ; 3 ;Frutas/Verduras;ENTRADA
; AC- Empanada de wayu, tomate confit y mantecoso-wayu  ;; Punta paleta de wagyu ; Pallet Steak ; 4,000 ; kg ; 9.998 ; 39.992 ; 400 ;carnes;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-wayu  ;; Vinagre rosado ; MIGUEL FARIAS ; 1,000 ; botella ; 765 ; 765 ; 8 ;Abarrotes;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-wayu  ;; Mostaza Dijon ; Delicias y mas SpA ; 0,500 ; kg ; 6.715 ; 3.358 ; 34 ;Abarrotes;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-wayu  ;; Orégano ; Fruton ; 0,050 ; kg ; 3.900 ; 195 ; 2 ;Abarrotes;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-wayu  ;; ajo ; Comercial Valencia ; 2,000 ; c/u ; 450 ; 900 ; 9 ;Frutas/Verduras;FONDO
; AC- Empanada de wayu, tomate confit y mantecoso-wayu  ;; aceite ; Fruton ; 0,500 ; lt ; 3.450 ; 1.725 ; 18 ;Abarrotes;FONDO
; AC- Huevos con trufas y ragut de champiñones ;; Crema ; Cabezas y cia ; 4,000 ; lt ; 3.721 ; 14.884 ; 149 ;Lácteos;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones ;; Huevos ; MIGUEL FARIAS ; 20,000 ; c/u ; 240 ; 4.800 ; 48 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones ;; Aceite Tartufo ; Globe Italia ; 0,050 ; lt ; 29.900 ; 1.495 ; 15 ;Abarrotes;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones ;; queso crema ; Delicias y mas SpA ; 0,300 ; kg ; 6.961 ; 2.088 ; 21 ;Lácteos;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones-Ragut de champiñon ;; Champiñones Royal ; Protier ; 0,300 ; kg ; 6.500 ; 1.950 ; 20 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones-Ragut de champiñon ;; Champiñones portobello ; Fruton ; 0,300 ; kg ; 9.800 ; 2.940 ; 30 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones-Ragut de champiñon ;; aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 ;Abarrotes;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones-Ragut de champiñon ;; Cebollín ; Fruton ; 1,000 ; atado ; 1.890 ; 1.890 ; 19 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones-Tuil de cibulett ;; mantequilla ; Cabezas y cia ; 0,070 ; kg ; 8.391 ; 587 ; 6 ;Lácteos;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones-Tuil de cibulett ;; Huevos ; MIGUEL FARIAS ; 3,000 ; c/u ; 240 ; 720 ; 8 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones-Tuil de cibulett ;; harina ; Delicias y mas SpA ; 0,070 ; kg ; 1.300 ; 91 ; 1 ;Abarrotes;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones-Tuil de cibulett ;; Azúcar flor ; Delicias y mas SpA ; 0,070 ; kg ; 1.500 ; 105 ; 2 ;Abarrotes;APERITIVO CALIENTE
; AC- Huevos con trufas y ragut de champiñones-Tuil de cibulett ;; Ciboulette ; Fruton ; 4,000 ; c/u ; 165 ; 660 ; 7 ;Frutas/Verduras;APERITIVO CALIENTE
 NUEVO ; AC- Moqueca de camaron - piramide de cristal ;; tomate ; Fruton ; 10,000 ; kg ; 1.490 ; 14.900 ; 149 ;Frutas/Verduras;APERITIVO CALIENTE
 NUEVO ; AC- Moqueca de camaron - piramide de cristal ;; leche de coco ; A Y R ; 10,000 ; lata ; 2.200 ; 22.000 ; 220 ;Abarrotes;APERITIVO CALIENTE
 NUEVO ; AC- Moqueca de camaron - piramide de cristal ;; cebolla ; Fruton ; 2,500 ; kg ; 690 ; 1.725 ; 18 ;Frutas/Verduras;APERITIVO CALIENTE
 NUEVO ; AC- Moqueca de camaron - piramide de cristal ;; Pimentón Verde ; Fruton ; 20,000 ; c/u ; 1.290 ; 25.800 ; 258 ;Frutas/Verduras;APERITIVO CALIENTE
 NUEVO ; AC- Moqueca de camaron - piramide de cristal ;; cilantro ; Fruton ; 1,000 ; kg ; 1.980 ; 1.980 ; 20 ;Frutas/Verduras;APERITIVO CALIENTE
 NUEVO ; AC- Moqueca de camaron - piramide de cristal ;; Camarón 100/200 ; Southwind ; 2,000 ; kg ; 5.300 ; 10.600 ; 106 ;Mariscos/Pescados;APERITIVO CALIENTE
 NUEVO ; AC- Moqueca de camaron - piramide de cristal ;; Camarón 26/30 ; Cero Pacifico ; 2,500 ; kg ; 7.400 ; 18.500 ; 185 ;Mariscos/Pescados;APERITIVO CALIENTE
 NUEVO ; AC- Moqueca de camaron - piramide de cristal ;; Aceite de oliva ; Arasil ; 1,000 ; lt ; 5.782 ; 5.782 ; 58 ;Abarrotes;APERITIVO CALIENTE
 NUEVO ; AC- Moqueca de camaron - piramide de cristal ;; Arroz  ; Cabezas y cia ; 4,000 ; kg ; 1.008 ; 4.032 ; 41 ;Abarrotes;APERITIVO CALIENTE
 NUEVO ; AC- Moqueca de camaron - piramide de cristal ;; Aceite de dende ; Comon ; 0,200 ; lt ; 11.820 ; 2.364 ; 24 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion a la parmesana ;; Ostiones b ; Southwind ; 2,850 ; kg ; 8.790 ; 25.052 ; 251 ;Mariscos/Pescados;APERITIVO CALIENTE
; AC- ostion a la parmesana ;; Limón ; Fruton ; 0,500 ; kg ; 1.590 ; 795 ; 8 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- ostion a la parmesana ;; Vino blanco en caja 2 lt ; CCU ; 0,150 ; caja ; 1.303 ; 195 ; 2 ;Vinos;APERITIVO CALIENTE
; AC- ostion a la parmesana ;; Mantequilla ; Cabezas y cia ; 0,300 ; kg ; 8.391 ; 2.517 ; 26 ;Lácteos;APERITIVO CALIENTE
; AC- ostion a la parmesana ;; Almendras laminadas ; Miguel Farias ; 0,300 ; kg ; 9.975 ; 2.993 ; 30 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion a la parmesana ;; Queso parmesano en trozo ; Don Jaime ; 0,500 ; kg ; 12.524 ; 6.262 ; 63 ;Lácteos;APERITIVO CALIENTE
; AC- ostion a la parmesana ;; Tenedores de madera ; cambiar ; 100,000 ; c/u ; 9 ; 900 ; 9 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion apanado en panko y sesamo con mantequilla verde ;; Ostiones C ; Southwind ; 2,200 ; kg ; 17.000 ; 37.400 ; 374 ;Mariscos/Pescados;APERITIVO CALIENTE
; AC- ostion apanado en panko y sesamo con mantequilla verde ;; limón ; Fruton ; 1,000 ; kg ; 1.590 ; 1.590 ; 16 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- ostion apanado en panko y sesamo con mantequilla verde ;; Harina ; Delicias y mas SpA ; 0,150 ; kg ; 1.300 ; 195 ; 2 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion apanado en panko y sesamo con mantequilla verde ;; Huevos ; MIGUEL FARIAS ; 12,000 ; c/u ; 240 ; 2.880 ; 29 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- ostion apanado en panko y sesamo con mantequilla verde ;; Panko ; Fruton ; 0,250 ; kg ; 4.150 ; 1.038 ; 11 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion apanado en panko y sesamo con mantequilla verde ;; Sésamo blanco ; MIGUEL FARIAS ; 0,040 ; kg ; 6.000 ; 240 ; 3 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion apanado en panko y sesamo con mantequilla verde ;; Mantequilla ; Cabezas y cia ; 0,500 ; kg ; 8.391 ; 4.196 ; 42 ;Lácteos;APERITIVO CALIENTE
; AC- ostion apanado en panko y sesamo con mantequilla verde ;; Perejil ; Comercial Valencia ; 0,200 ; kg ; 1.980 ; 396 ; 4 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- ostion apanado en panko y sesamo con mantequilla verde ;; Aceite ; Fruton ; 2,000 ; lt ; 3.450 ; 6.900 ; 69 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion apanado en panko y sesamo con mantequilla verde ;; Tenedores de madera ; cambiar ; 100,000 ; c/u ; 9 ; 900 ; 9 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion apanado en sesamo blanco, negro y panko  ;; Ostiones C ; Southwind ; 2,200 ; kg ; 17.000 ; 37.400 ; 374 ;Mariscos/Pescados;APERITIVO CALIENTE
; AC- ostion apanado en sesamo blanco, negro y panko  ;; Harina ; Delicias y mas SpA ; 0,150 ; kg ; 1.300 ; 195 ; 2 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion apanado en sesamo blanco, negro y panko  ;; Huevos ; MIGUEL FARIAS ; 4,000 ; c/u ; 240 ; 960 ; 10 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- ostion apanado en sesamo blanco, negro y panko  ;; Panko ; Fruton ; 0,250 ; kg ; 4.150 ; 1.038 ; 11 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion apanado en sesamo blanco, negro y panko  ;; Sésamo blanco ; MIGUEL FARIAS ; 0,020 ; kg ; 6.000 ; 120 ; 2 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion apanado en sesamo blanco, negro y panko  ;; Sésamo negro ; Fruton ; 0,020 ; kg ; 5.500 ; 110 ; 2 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion apanado en sesamo blanco, negro y panko  ;; Aceite ; Fruton ; 2,000 ; lt ; 3.450 ; 6.900 ; 69 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion apanado en sesamo blanco, negro y panko  ;; Tenedores de madera ; cambiar ; 100,000 ; c/u ; 9 ; 900 ; 9 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion con mantequilla verde y almendras ;; Ostiones b ; Southwind ; 2,850 ; kg ; 8.790 ; 25.052 ; 251 ;Mariscos/Pescados;APERITIVO CALIENTE
; AC- ostion con mantequilla verde y almendras ;; limón ; Fruton ; 1,000 ; kg ; 1.590 ; 1.590 ; 16 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- ostion con mantequilla verde y almendras ;; Vino blanco en caja 2 lt ; CCU ; 0,060 ; caja ; 1.303 ; 78 ; 1 ;Vinos;APERITIVO CALIENTE
; AC- ostion con mantequilla verde y almendras ;; Perejil ; Comercial Valencia ; 0,200 ; kg ; 1.980 ; 396 ; 4 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- ostion con mantequilla verde y almendras ;; panko ; Fruton ; 0,050 ; kg ; 4.150 ; 208 ; 3 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion con mantequilla verde y almendras ;; Mantequilla ; Cabezas y cia ; 0,350 ; kg ; 8.391 ; 2.937 ; 30 ;Lácteos;APERITIVO CALIENTE
; AC- ostion con mantequilla verde y almendras ;; Aceite ; Fruton ; 2,000 ; lt ; 3.450 ; 6.900 ; 69 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion con mantequilla verde y almendras ;; Queso parmesano en trozo ; Don Jaime ; 0,500 ; kg ; 12.524 ; 6.262 ; 63 ;Lácteos;APERITIVO CALIENTE
; AC- ostion con mantequilla verde y almendras ;; Almendras laminadas ; Miguel Farias ; 0,300 ; kg ; 9.975 ; 2.993 ; 30 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion con mantequilla verde y almendras ;; Tenedores de madera ; cambiar ; 100,000 ; c/u ; 9 ; 900 ; 9 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion envuelto en knafi ;; Ostiones C ; Southwind ; 1,300 ; kg ; 17.000 ; 22.100 ; 221 ;Mariscos/Pescados;APERITIVO CALIENTE
; AC- ostion envuelto en knafi ;; Knaffi ; Gastón Castillo ; 1,100 ; kg ; 6.800 ; 7.480 ; 75 ;Masas;APERITIVO CALIENTE
; AC- ostion envuelto en knafi ;; Aceite ; Fruton ; 0,040 ; lt ; 3.450 ; 138 ; 2 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion envuelto en knafi ;; Brochetas de 12 cm ; Delicias y mas SpA ; 1,000 ; pqte ; 790 ; 790 ; 8 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion envuelto en knafi-sobre taboule fresco ;; Tomate ; Fruton ; 1,800 ; kg ; 1.490 ; 2.682 ; 27 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- ostion envuelto en knafi-sobre taboule fresco ;; Pepino Ensalada ; Comercial Valencia ; 3,600 ; c/u ; 790 ; 2.844 ; 29 ;Frutas/Verduras;APERITIVO CALIENTE
; AC- ostion envuelto en knafi-sobre taboule fresco ;; Cous-cous ; Fruton ; 0,250 ; kg ; 5.890 ; 1.473 ; 15 ;Abarrotes;APERITIVO CALIENTE
; AC- ostion envuelto en knafi-sobre taboule fresco ;; Cilantro ; Fruton ; 0,100 ; kg ; 1.980 ; 198 ; 2 ;Frutas/Verduras;APERITIVO CALIENTE
